Content_type,Router1_type_req,Router2_type_req,Router3_type_req,Router4_type_req,Router5_type_req,Router6_type_req,Router1_total_req,Router2_total_req,Router3_total_req,Router4_total_req,Router5_total_req,Router6_total_req,Request_at_allnode,Popularity
1825,1841,1627,1115,1515,1350,487,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
1826,1896,1686,1208,1664,1692,681,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
1827,1692,1468,873,1149,532,180,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1828,53,25,368,64,226,106,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1829,151,83,938,296,96,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1830,330,206,92,978,197,100,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1831,1202,969,208,324,196,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1832,1200,966,206,321,186,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1833,1215,981,222,339,253,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1834,430,281,263,1473,1254,441,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1835,367,233,149,1151,536,181,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1836,825,614,1185,51,80,75,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1837,853,639,1256,62,205,101,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1838,1114,883,122,234,2175,1038,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1839,1386,1151,427,566,1254,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1840,161,89,993,326,205,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1841,1229,995,237,355,318,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1842,75,37,505,105,751,244,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1843,36,17,259,38,2254,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1844,1252,1018,263,383,435,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1845,1969,1765,1332,1872,2171,1035,5448787,4304350,4227702,4005980,7914636,1689532,27590987,9
1846,17,8,127,14,1204,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1847,377,241,167,1203,648,213,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1848,1424,1190,478,627,1523,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1849,818,608,1167,49,54,69,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1850,1789,1571,1029,1381,1043,349,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
1851,387,248,184,1250,750,244,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1852,1793,1576,1036,1392,1067,359,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
1853,1286,1051,303,426,623,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1854,300,184,52,843,9,58,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1855,134,72,845,248,2303,1152,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1856,1383,1148,424,563,1237,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1857,7,3,48,5,500,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1858,116,61,745,200,1829,771,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1859,24,11,175,21,1592,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1860,1492,1260,573,743,2029,36,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1861,7,3,51,5,533,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1862,1826,1611,1090,1475,1258,443,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
1863,1369,1134,405,540,1138,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1864,1518,1286,610,790,2228,45,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1865,541,370,497,1,87,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1866,1138,906,144,257,1,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1867,1994,1793,1376,1948,2343,1190,5448787,4304350,4227702,4005980,7914636,1689532,27590987,10
1868,365,231,146,1141,515,175,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1869,101,52,656,162,1417,522,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1870,342,214,110,1032,296,122,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1871,30,14,222,30,1964,33,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1872,278,168,27,747,2045,37,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1873,25,11,183,23,1662,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1874,94,48,617,146,1242,435,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1875,315,195,71,911,88,77,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1876,1366,1132,402,537,1124,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1877,1623,1396,766,998,233,107,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1878,1868,1656,1161,1588,1517,576,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
1879,1345,1110,375,506,985,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1880,364,231,144,1136,504,172,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1881,1347,1112,376,508,993,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1882,1064,836,81,191,1738,710,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1883,437,287,278,1513,1346,485,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1884,361,228,139,1122,475,165,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1885,719,520,917,21,1561,20,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1886,744,542,980,27,1823,28,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1887,906,688,1,87,516,175,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1888,1951,1747,1302,1822,2055,939,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
1889,1105,875,115,227,2098,974,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1890,1,1,2,1,21,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1891,798,590,1116,42,2,55,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1892,42,20,296,46,28,63,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1893,1612,1384,749,975,192,99,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1894,933,713,7,101,702,229,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1895,230,135,1353,561,1228,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1896,124,66,790,221,2039,926,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1897,424,277,253,1444,1187,410,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1898,941,720,10,106,758,246,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1899,147,80,914,283,57,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1900,51,24,357,61,190,98,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1901,1005,779,40,146,1240,434,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1902,733,533,953,24,1709,24,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1903,969,746,21,123,962,318,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1904,16,7,118,13,1127,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1905,1555,1324,663,860,24,62,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1906,93,48,613,145,1220,425,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1907,105,55,683,173,1538,588,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1908,1087,857,99,210,1930,843,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1909,1246,1011,256,375,402,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1910,1839,1625,1112,1510,1339,482,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
1911,1037,810,61,170,1508,571,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1912,1109,879,118,230,2134,1004,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1913,87,44,575,130,1052,353,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1914,104,54,676,170,1507,571,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1915,3,1,16,2,184,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1916,1418,1183,469,616,1477,18,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1917,1170,937,175,289,76,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1918,107,56,692,177,1583,614,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1919,369,235,154,1164,563,188,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1920,160,88,984,322,187,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1921,931,711,6,100,684,223,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1922,1407,1172,455,599,1399,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1923,9,4,65,6,658,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1924,791,584,1099,40,2330,51,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1925,819,609,1168,49,56,70,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1926,436,286,275,1505,1328,476,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1927,31,14,224,30,1979,34,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1928,1065,837,82,192,1745,714,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1929,2,1,13,2,148,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1930,357,226,133,1103,437,155,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1931,596,415,622,4,443,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1932,27,13,200,26,1795,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1933,835,624,1211,55,123,84,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1934,396,255,201,1298,856,280,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1935,4,2,26,3,283,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1936,130,69,821,236,2187,1049,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1937,232,136,1364,568,1264,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1938,814,604,1156,47,40,66,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1939,298,182,49,834,3,55,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1940,610,427,655,5,553,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1941,1194,961,200,315,164,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1942,18,8,132,15,1242,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1943,1176,943,181,295,94,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1944,8,4,60,6,617,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1945,78,39,524,112,833,271,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1946,459,304,322,1634,1625,639,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1947,1415,1181,466,613,1461,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1948,244,144,3,613,1460,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1949,287,174,37,786,2210,44,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1950,1466,1233,536,698,1834,28,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1951,1249,1015,260,379,419,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1952,169,94,1032,349,294,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1953,1340,1105,368,498,948,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1954,1003,778,39,145,1228,429,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1955,1619,1391,759,988,215,104,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1956,1523,1291,616,799,2265,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1957,357,226,133,1103,437,155,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1958,76,38,512,108,781,254,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1959,631,445,705,7,733,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1960,580,402,586,3,329,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1961,262,156,13,682,1763,26,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1962,1065,837,82,192,1746,715,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1963,1892,1682,1200,1652,1665,664,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
1964,123,65,781,217,2000,896,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1965,48,23,337,56,128,85,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1966,125,67,795,223,2063,945,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1967,1296,1061,314,438,678,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1968,1362,1127,396,531,1096,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1969,338,211,103,1012,258,113,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1970,1514,1282,604,783,2198,44,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1971,742,540,974,26,1798,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1972,6,3,43,4,451,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1973,1153,921,158,272,27,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1974,492,331,391,1825,2062,945,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
1975,1917,1709,1244,1723,1829,771,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
1976,268,161,18,706,1870,30,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1977,1079,849,92,203,1861,794,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1978,64,31,436,83,474,164,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1979,1552,1321,659,854,19,61,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1980,207,119,1233,476,847,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1981,933,712,7,101,697,227,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1982,54,26,375,66,249,111,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1983,179,101,1089,383,438,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1984,1650,1424,807,1055,341,132,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
1985,3,2,18,2,206,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1986,716,518,911,20,1538,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1987,1788,1570,1028,1379,1038,348,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
1988,1385,1150,426,566,1251,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
1989,662,471,778,11,1007,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1990,101,52,655,161,1411,519,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1991,4,2,29,3,321,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1992,694,499,856,16,1314,14,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1993,839,627,1220,57,138,87,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1994,57,28,394,71,316,126,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1995,14,6,104,11,1010,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1996,203,117,1215,464,792,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1997,676,483,813,13,1140,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1998,287,175,37,788,2217,45,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
1999,99,51,648,159,1381,503,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2000,5,3,37,3,391,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2001,1158,926,164,277,41,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2002,13,6,97,10,947,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2003,165,91,1012,338,248,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2004,1200,966,205,321,185,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2005,296,181,47,824,2368,53,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2006,198,113,1184,444,703,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2007,266,160,17,702,1850,29,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2008,1874,1662,1170,1602,1550,595,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
2009,790,583,1096,39,2316,50,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
2010,988,764,31,135,1107,376,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2011,255,152,9,657,1655,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2012,57,27,391,70,307,124,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2013,549,377,515,1,130,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2014,656,466,764,10,952,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2015,984,760,29,132,1077,363,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2016,964,741,19,119,921,303,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2017,1315,1080,337,464,795,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
2018,438,287,279,1517,1353,489,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
2019,1097,867,107,219,2021,912,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
2020,62,30,422,79,420,151,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2021,230,134,1350,558,1217,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2022,2,1,8,1,92,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2023,405,262,216,1342,955,315,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
2024,1308,1073,329,455,753,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
2025,1746,1525,959,1274,803,261,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
2026,651,462,753,9,911,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2027,659,469,773,11,985,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2028,679,486,820,13,1169,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2029,1953,1748,1305,1826,2064,946,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
2030,1075,845,89,200,1825,768,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
2031,32,15,229,31,2022,36,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2032,538,368,492,1,76,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2033,412,267,229,1378,1036,347,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
2034,467,311,339,1682,1733,707,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
2035,610,428,656,5,559,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2036,701,505,874,17,1384,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2037,53,25,367,64,223,105,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2038,1066,838,83,193,1754,721,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
2039,569,393,560,2,250,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2040,253,151,8,649,1621,22,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2041,707,510,889,18,1445,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
2042,5,2,33,3,360,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
